"title_es","title_en","id","category_id","company_id","area_id","account_id","for_sale","end_at","sale_price","for_rent","rent_price","is_rent_long_term","is_rent_short_term","is_rent_time_share","is_short_sale","is_repossessed","address1","postal_code","year_built","maintenance","maintenance_price","exemption","exemption_price","latitude","longitude","catastro","financing_rural","financing_fha","financing_conventional","financing_vivienda","financing_cash","financing_loan_with_repairs","financing_private","financing_assume_mortgage","status","bathrooms","rooms","sqf","sqm","internal_number","mls_number","co_number","cpr_number","zonification","internal_notes","showing_instructions","key_number","key_box","description_es","description_en","parkings","floors","extra","category_id"
"FLAMBOYAN GARDEN","FLAMBOYAN GARDEN",164925,4,1,11,32437,1,20191231,785000.00,0,0.00,0,0,0,0,0,"14, JUAN SANCHEZ","",0,"",0.00,"",0.00,18.390741,-66.157623,"085-045-157-07-001","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"RAD-1785","","","",NULL,"REPOSUBASTA NOVIEMBRE 23,2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100","","",NULL,NULL,NULL,NULL,NULL,4
"#1562 BORI STREET, MONACILLOS","#1562 BORI STREET, MONACILLOS",164924,32,1,65,32437,1,20191231,540000.00,0,0.00,0,0,0,0,0,"BORI (MARGINAL STREET OF SR-1), EXT. CARIBE DEV","",0,"",0.00,"",0.00,18.38411,-66.06761,"086-070-033-06-001","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"RAD-1688","",4445311,"",NULL,"REPOSUBASTA NOVIEMBRE 23,2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100","","",NULL,NULL,NULL,NULL,NULL,9
"COND. CONSTANCIA PLAZA, LOCAL 205","COND. CONSTANCIA PLAZA, LOCAL 205",164923,32,1,35,32437,1,20191231,75000.00,0,0.00,0,0,0,0,0,"","",0,"",0.00,"",0.00,18.12530,-67.09670," 284-095-007-87-013","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"CON-002","",4445910,"",NULL,"REPOSUBASTA NOVIEMBRE 23,2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100","","",NULL,NULL,NULL,NULL,NULL,9
"COND. CONSTANCIA PLAZA, LOCAL 208","COND. CONSTANCIA PLAZA, LOCAL 208",164922,32,1,35,32437,1,20191231,80000.00,0,0.00,0,0,0,0,0,"","",0,"",0.00,"",0.00,18.12530,-67.09670,"284-095-007-87-016","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"CON-003","",4445911,"",NULL,"REPOSUBASTA NOVIEMBRE 23,2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100","","",NULL,NULL,NULL,NULL,NULL,9
"Las Vistas de Río Mar","Las Vistas de Río Mar",164921,8,1,61,32495,1,20201106,229900.00,0,0.00,0,0,0,0,1,"Lote","00745",0,"",0.00,"",0.00,"","","091-068-457-40-000","","","","","","","","","PUBLISHED",0,0,0,0,"05-19-235","",4458771,"","","","Llamar a Juan C. Nieves y/o Ivymar Delgado","","","Excelente terreno ubicado en área exclusiva de Río Mar con 1,165m2. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.
","Excelente terreno ubicado en área exclusiva de Río Mar con 1,165m2. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.
",0,0,NULL,16
"Cond. Aquatika","Cond. Aquatika",164920,7,1,45,32718,1,20200214,165000.00,0,0.00,0,0,0,0,0,"Apto. ","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"05-19-234","",4458645,"",NULL,"","Llamar a Kenney Marcano","","","Apartamento garden “beach front” remodelado. Consta de 3 habitaciones, 2 baños, 2 estacionamientos, sala, cocina, comedor. Incluye nevera, estufa, juego de sala. Gabinetes nuevos en “PVC”. Complejo cuenta con mini-golf, rio pasivo, 5 piscinas, playground, Canchas de volleyball, baloncesto y tenis, gimnasio, casa club, acceso a la playa, seguridad y control de acceso.
\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.","Apartamento garden “beach front” remodelado. Consta de 3 habitaciones, 2 baños, 2 estacionamientos, sala, cocina, comedor. Incluye nevera, estufa, juego de sala. Gabinetes nuevos en “PVC”. Complejo cuenta con mini-golf, rio pasivo, 5 piscinas, playground, Canchas de volleyball, baloncesto y tenis, gimnasio, casa club, acceso a la playa, seguridad y control de acceso.
\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.",0,0,NULL,5
"SR-102 KM. 17.4 MIRADERO WARD - FORMER: JOYUD","SR-102 KM. 17.4 MIRADERO WARD - FORMER: JOYUD",164919,35,1,12,32437,1,20191231,1260000.00,0,0.00,0,0,0,0,0,"SR-102 KM. 17.4 Bo, Miradero","",0,"",0.00,"",0.00,18.11020,-67.18131," 308-041-315-15-001","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"RAD-1716","",4446102,"",NULL,"REPOSUBASTA NOVIEMBRE 23, 2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100.","","",NULL,NULL,NULL,NULL,NULL,12
"#261 MENDEZ VIGO STREET","#261 MENDEZ VIGO STREET",164918,33,1,26,32437,1,20191231,326000.00,0,0.00,0,0,0,0,0,"MENDEZ VIGO","",0,"",0.00,"",0.00,18.45885,-66.2615," 037-029-015-001","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"RAD-1552","",4450356,"",NULL,"REPOSUBASTA NOVIEMBRE 23, 2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100.","","",NULL,NULL,NULL,NULL,NULL,10
"Bo. Quebradillas","Bo. Quebradillas",164917,8,1,10,14011,1,20200514,32000.00,0,0.00,0,0,0,0,0,"773 KM 2.2","00794",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,1000,"05-19-233","",4458627,"","","","Llamar a Luz Acevedo 787-519-5571","","","Disfrute de la belleza del campo y haga realidad sus sueños de construir su hogar. Precioso predio de terreno de 1,000 metros,  no es llano va bajando el terreno, fácil acceso. No dejes de pasar la oportunidad de adquirir este excelente terreno en el campo.\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.","Disfrute de la belleza del campo y haga realidad sus sueños de construir su hogar. Precioso predio de terreno de 1,000 metros,  no es llano va bajando el terreno, fácil acceso. No dejes de pasar la oportunidad de adquirir este excelente terreno en el campo.\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.",0,0,NULL,16
"PR-162 KM 0.6 INTERIOR. CUYON WARD","PR-162 KM 0.6 INTERIOR. CUYON WARD",164916,35,1,5,32437,1,20191231,1000000.00,0,0.00,0,0,0,0,0,"PR-162 KM 0.6 INTERIOR","",0,"",0.00,"",0.00,18.0955861,-66.2301028,"323-084-362-18-000","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"EC-001","",4444065,"",NULL,"REPOSUBASTA NOVIEMBRE 23, 2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100.","","",NULL,NULL,NULL,NULL,NULL,12
"SR-345 KM 164.8 LAVADERO WARD","SR-345 KM 164.8 LAVADERO WARD",164915,8,1,35,32437,1,20191231,360000.00,0,0.00,0,0,0,0,0,"SR-345 KM 164.8","",0,"",0.00,"",0.00,18.13144,-67.1145,"284-073-314-03-000","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"RAD-1197","",4445302,"",NULL,"REPOSUBASTA NOVIEMBRE 23, 2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100.","","",NULL,NULL,NULL,NULL,NULL,16
"NORTH SIDE OF SR-578 AT ITS INTERSECTION WITH","NORTH SIDE OF SR-578 AT ITS INTERSECTION WITH",164914,8,1,58,32437,1,20191231,360000.00,0,0.00,0,0,0,0,0,"NORTH SIDE OF SR-578 AT ITS INTERSECTION WITH ACACIAS STREET VILLAS FLORES ","",0,"",0.00,"",0.00,18.00751,-66.59188," 389-066-004-10-901","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"RAD-1185","",4445299,"",NULL,"REPOSUBASTA NOVIEMBRE 23, 2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100.","","",NULL,NULL,NULL,NULL,NULL,16
"URB. LOS ANGELES C/AUSTRAL #131","URB. LOS ANGELES C/AUSTRAL #131",164913,4,1,16,32437,1,20191231,326000.00,0,0.00,0,0,0,0,0,"C/AUSTRAL #131","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"RAD-1867","",4444440,"",NULL,"REPOSUBASTA NOVIEMBRE 23, 2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100.","","",NULL,NULL,NULL,NULL,NULL,4
"314 CALLE FORTALEZA, OLD SAN JUAN","314 CALLE FORTALEZA, OLD SAN JUAN",164912,33,1,80,32437,1,20191231,1820000.00,0,0.00,0,0,0,0,0,"FORTALEZA","",0,"",0.00,"",0.00,18.275563,-66.064826," 040-002-056-09-001","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"RAD-1089","",4445295,"",NULL,"REPOSUBASTA NOVIEMBRE 23, 2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100","","",NULL,NULL,NULL,NULL,NULL,10
"BO. LAS CABEZAS (LAS CROABAS)","BO. LAS CABEZAS (LAS CROABAS)",164910,8,1,27,32437,1,20191231,850000.00,0,0.00,0,0,0,0,0,"LAS CROABAS","",0,"",0.00,"",0.00,18.362783,-65.6278536," 121-040-017-11-000","","","","","","","","","PUBLISHED",0,0,0,0,"EC-002","",4444045,"",NULL,"REPOSUBASTA NOVIEMBRE 23,2019","Oriéntese accesando reposubasta.com y/o llamar a Sra. Gini Pérez al (787) 418-3100","","","Vacant parcel of land for residential - touristic development.","Vacant parcel of land for residential - touristic development.",0,0,NULL,16
"Santa Catalina","Santa Catalina",164907,1,1,11,32657,1,20200513,103000.00,0,0.00,0,0,0,0,0,4,"00957",0,"",0.00,"",0.00,"","","085-061-303-08-001","","","","","","","","","PUBLISHED",0,0,0,0,"05-19-231","",4457758,"",NULL,"","Llamar a Olga Rosa 787-402-2725",9,"","Propiedad terrera con 3 habitaciones, 1 baño y family, recién pintada. Tiene una terraza para actividades familiares, 1/2 baño y almacén. Cuenta con tope de gas, calentador de línea, rejas y otros. Además, tiene un área verde para su huerto casero. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.","Propiedad terrera con 3 habitaciones, 1 baño y family, recién pintada. Tiene una terraza para actividades familiares, 1/2 baño y almacén. Cuenta con tope de gas, calentador de línea, rejas y otros. Además, tiene un área verde para su huerto casero. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.",0,0,NULL,1
"Valenciano Arriba","Valenciano Arriba",164906,1,1,40,13980,1,20201105,79000.00,0,0.00,0,0,0,0,0,"183,Km1","",0,"N",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"Relo-05-19-232","",4457806,"",NULL,"","Llamar a Alexis Rodríguez 787-460-1022","","","Propiedad de 2 niveles! Ubicada en hermosa área de campo. Cuenta con 5 habitaciones, 2 baños, sala, comedor, cocina, balcón, terraza , marquesina, 3,900 metros de terreno. La propiedad necesita reparaciones y se vende \"As is condition\" Excelente precio, Veála para que la opcione!. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.","Propiedad de 2 niveles! Ubicada en hermosa área de campo. Cuenta con 5 habitaciones, 2 baños, sala, comedor, cocina, balcón, terraza , marquesina, 3,900 metros de terreno. La propiedad necesita reparaciones y se vende \"As is condition\" Excelente precio, Veála para que la opcione!. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.",0,0,NULL,1
"Sabanera","Sabanera",164905,1,1,26,32656,1,20200510,679000.00,0,0.00,0,0,0,0,0,"Guajataca ","00646",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",4.5,3,0,0,"05-19-230","",4457015,"","","","Llamar a Carlos Arroyo y/o Nylsa Rosa","","","Preciosa residencia de 3 habitaciones, una oficina convertible a un cuarto, 4.5 baños, sala, comedor, family amplio, marquesina para dos autos, terraza, piscina totalmente equipado con planta de emergencia de 20 kilos. Para informaciän, llamar a Nylsa Rosa 787-312-3316 / Charlie arroyo 787-615-7246. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.","Preciosa residencia de 3 habitaciones, una oficina convertible a un cuarto, 4.5 baños, sala, comedor, family amplio, marquesina para dos autos, terraza, piscina totalmente equipado con planta de emergencia de 20 kilos. Para informaciän, llamar a Nylsa Rosa 787-312-3316 / Charlie arroyo 787-615-7246. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.",0,0,NULL,1
"Cond. Ciudadela","Cond. Ciudadela",164904,7,1,85,32731,1,20200510,375000.00,0,0.00,0,0,0,0,0,"Torre San Mateo 800","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"05-19-229","",4457012,"",NULL,"","Llamar a Keyshla Bracero","","","You should live in the trendiest and artistic area of Santurce, CIUDADELA. Where you can enjoy of walking distance... everything. Ciudadela have supermarket, restaurants, coffee shops, gym (Planet Fitness), parks, family fun and night life. Modern and trendy two bedrooms, two bathrooms apartment in a second floor. Tower 800 is the perfect location of Ciudadela to be walking distance to everything. Laundry area inside. Two parking space side by side and close to the elevator. Call me now 787-384-1246 Keyshla Bracero-Ballester your Real Estate Broker in Puerto Rico. BECAUSE WE SELL YOUR PROPERTY IN RECORD TIME\". To see this and more properties go to: www.realityrealtypr.com.

","You should live in the trendiest and artistic area of Santurce, CIUDADELA. Where you can enjoy of walking distance... everything. Ciudadela have supermarket, restaurants, coffee shops, gym (Planet Fitness), parks, family fun and night life. Modern and trendy two bedrooms, two bathrooms apartment in a second floor. Tower 800 is the perfect location of Ciudadela to be walking distance to everything. Laundry area inside. Two parking space side by side and close to the elevator. Call me now 787-384-1246 Keyshla Bracero-Ballester your Real Estate Broker in Puerto Rico. BECAUSE WE SELL YOUR PROPERTY IN RECORD TIME\". To see this and more properties go to: www.realityrealtypr.com.

",0,0,NULL,5
"Calle Rosales","Calle Rosales",164902,1,1,85,32718,0,20191204,0.00,1,900.00,1,0,0,0,0,"#705","00926",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"A-05-19-068","",1616697,"",NULL,"","Llamar a Kenney Marcano","","","Casa con arquitectura colonial. Consta de 3 habitaciones, 2 baños, sala, cocina, comedor, balcón, patio, estacionamientos y “basement” perfecto para taller de pintura, madera, costura, etc. A pasos de la estación del tren y Universidad Sagrado Corazon.
 \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.","Casa con arquitectura colonial. Consta de 3 habitaciones, 2 baños, sala, cocina, comedor, balcón, patio, estacionamientos y “basement” perfecto para taller de pintura, madera, costura, etc. A pasos de la estación del tren y Universidad Sagrado Corazon.
 \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.",0,0,NULL,1
"Urb. Villa Nueva","Urb. Villa Nueva",164901,33,1,13,32756,1,20201030,235000.00,0,0.00,0,0,0,0,0,172,"00725",0,"",0.00,"",0.00,"","","251-012-414-48-000","","","","","","","","Y","PUBLISHED",0,0,0,0,"C-01-19-047","",4456614,"","","","Llamar a Monllor","","","Busca hacer una buena inversión? ¡Aquí su oportunidad! Aprox genera cerca de un 7% de rendimiento. La misma cuenta con 6 apartamentos (1habitacion - 1 baño cada uno) y Local comercial enconveniente ubicación, cerca a expreso 52.

¡Aprovecha esta excelente oportunidad en bienes raíces en Puerto Rico! ¡Visítanos!
\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.","Busca hacer una buena inversión? ¡Aquí su oportunidad! Aprox genera cerca de un 7% de rendimiento. La misma cuenta con 6 apartamentos (1habitacion - 1 baño cada uno) y Local comercial enconveniente ubicación, cerca a expreso 52.

¡Aprovecha esta excelente oportunidad en bienes raíces en Puerto Rico! ¡Visítanos!
\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.",0,0,NULL,10
"Vista Sur Plantation, Paraiso Cervadillo","Vista Sur Plantation, Paraiso Cervadillo",164900,44,1,18,32754,1,20200325,2000000.00,0,0.00,0,0,0,0,0,"","",0,"",0.00,"",0.00,"","","347-000-005-20-998","","","","","","","","","PUBLISHED",0,0,0,0,"C-19-032","",4456275,"","","","LLAMAR AGENTE LISTADOR.","","","Development opportunity at three thousand feet high in the mountains of Cayey looking at the Caribbean Sea, just forty minutes away from San Juan metropolitan area.  Twenty degrees cooler than the coast, at Vista Sur Plantation, called by many \"The Magic Mountain\".

Unique opportunity to purchase the 30 acres for development in Vista Sur footprint surrounded by our beautiful forest, full of pine trees, on a gated community with absolute privacy. The lot is already divided for the construction of 25 individual 1 acre properties.


","Development opportunity at three thousand feet high in the mountains of Cayey looking at the Caribbean Sea, just forty minutes away from San Juan metropolitan area.  Twenty degrees cooler than the coast, at Vista Sur Plantation, called by many \"The Magic Mountain\".

Unique opportunity to purchase the 30 acres for development in Vista Sur footprint surrounded by our beautiful forest, full of pine trees, on a gated community with absolute privacy. The lot is already divided for the construction of 25 individual 1 acre properties.


",0,0,NULL,15
"Bo. Obrero ","Bo. Obrero ",164898,4,1,85,32593,1,20201106,145000.00,0,0.00,0,0,0,0,0,"Pomarrosas ","00912",0,"",0.00,"",0.00,"","","041-061-254-15-001","","","","","","","","","PUBLISHED",3,6,0,0,"05-19-226","","","","","Tiene contadores de agua y luz independientes","Llamar a Lizbeth Ruiz 787-645-0028","","",NULL,NULL,0,0,NULL,4
"Laguna Terrace","Laguna Terrace",164897,7,1,82,32751,1,20200426,780000.00,0,0.00,0,0,0,0,0,"Condado Lagoon","00907",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"LUXE-05-19-225","",4456846,"",NULL,"","Llamar a Carlos Bran 787-449-4248","","","Laguna Terrace 4 bedrooms 3 bathrooms, 7th floor with panoramic views to the lagoon, Condado and Miramar area. Twenty-four hour security, swimming pool overlooking the lagoon, playground, dog park, gym, full capacity power generator to all apartments, water cistern, one assigned covered parking and extra parking for visitors. Direct access to the lagoon for kayaks and paddle boards. Walking distance to the Vanderbilt Hotel, La Concha, Ventana al Mar, Restaurants and all the commodities you might need. BECAUSE WE SELL YOUR PROPERTY IN RECORD TIME\". To see this and more properties go to: www.realityrealtypr.com.","Laguna Terrace 4 bedrooms 3 bathrooms, 7th floor with panoramic views to the lagoon, Condado and Miramar area. Twenty-four hour security, swimming pool overlooking the lagoon, playground, dog park, gym, full capacity power generator to all apartments, water cistern, one assigned covered parking and extra parking for visitors. Direct access to the lagoon for kayaks and paddle boards. Walking distance to the Vanderbilt Hotel, La Concha, Ventana al Mar, Restaurants and all the commodities you might need. BECAUSE WE SELL YOUR PROPERTY IN RECORD TIME\". To see this and more properties go to: www.realityrealtypr.com.",0,0,NULL,5
"Costa del Sol","Costa del Sol",164896,7,1,16,32718,0,20191105,0.00,1,1800.00,1,0,0,0,0,"","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",NULL,NULL,NULL,NULL,"A-05-19-067","","","",NULL,"","Llamar a Kenney Marcano","","",NULL,NULL,NULL,NULL,NULL,5
"Cond. Primera","Cond. Primera",164895,6,1,11,32718,0,20191107,0.00,1,950.00,1,0,0,0,0,"Apto. ","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"A-05-19-066","",1614197,"",NULL,"","Llamar a Kenney Marcano","","","Apartamento remodelado en 2do piso. (Ubicado cerca de Costco Hato Tejas) Cuenta con 3 cuartos, 2 baños, 2 estacionamientos “back to back”, sala, comedor cocina, balcón. Incluye enseres nuevos en “Stainless Steel” estufa, nevera y microondas. Un lavadora y 3 aires acondicionados nuevos! Complejo cuenta con control de acceso, seguridad 24/7, piscina, gazebo, 1/2 cancha de baloncesto y gimnasio. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.","Apartamento remodelado en 2do piso. (Ubicado cerca de Costco Hato Tejas) Cuenta con 3 cuartos, 2 baños, 2 estacionamientos “back to back”, sala, comedor cocina, balcón. Incluye enseres nuevos en “Stainless Steel” estufa, nevera y microondas. Un lavadora y 3 aires acondicionados nuevos! Complejo cuenta con control de acceso, seguridad 24/7, piscina, gazebo, 1/2 cancha de baloncesto y gimnasio. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.",0,0,NULL,5
"Urb. Villa Del Rey","Urb. Villa Del Rey",164894,1,1,13,32687,0,20191212,0.00,1,650.00,0,0,0,0,0,"Bonaparte ","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",0,0,0,0,"A-05-19-065","",1613898,"",NULL,"","Llamar a Carlos Mundo 787-439-3300 o a la Sucursal de Caguas","","","Casa terrera de 3 habitaciones, 2 baños, sala-comedor, cocina y 2 marquesinas con fácil acceso a vías principales. \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\". Para ver ésta y más propiedades acceda: www.realityrealtypr.com.
